#@# filename = Data_a/x27z09_a.dat
#@#--------------------------------------
#          1.25      .00       33      120
#          x/H      z/H      lines    tabletype
#-------------------------------------------------------------------------------
#                |       normalized ( see readme-file )               |   in (m2/s2)
#                |                                                    |   ___      ____
#     x       z  |   y        U     u'^2        V     v'^2      u'v'  |   u^2      v^2  
#===============================================================================
## 33
   1.25    .00   .020    -.277  .033448    -.004  .002014  .002405   12.174     .733
   1.25    .00   .040    -.390  .022751     .008  .004902  .001014    8.275    1.784
   1.25    .00   .080    -.416  .021224     .034  .010605 -.000510    7.721    3.857
   1.25    .00   .120    -.405  .021638     .048  .014568 -.001172    7.871    5.301
   1.25    .00   .160    -.399  .022206     .063  .018234 -.000845    8.082    6.635
   1.25    .00   .200    -.393  .022918     .072  .020698 -.000479    8.339    7.530
   1.25    .00   .240    -.391  .022980     .086  .022387  .000000    8.365    8.148
   1.25    .00   .320    -.374  .025108     .107  .025784  .000560    9.140    9.380
   1.25    .00   .400    -.365  .025833     .132  .026932  .001240    9.400    9.801
   1.25    .00   .480    -.350  .026322     .155  .028563  .001782    9.577   10.395
   1.25    .00   .560    -.338  .028751     .184  .029440  .002007   10.462   10.709
   1.25    .00   .640    -.317  .029892     .194  .030559  .002025   10.874   11.125
   1.25    .00   .720    -.283  .034396     .215  .034190  .002743   12.520   12.436
   1.25    .00   .800    -.248  .035700     .229  .036873  .002141   12.991   13.415
   1.25    .00   .880    -.186  .044629     .224  .046504 -.001868   16.240   16.927
   1.25    .00   .960    -.065  .068929     .189  .066045 -.018960   25.083   24.032
   1.25    .00  1.000     .034  .086343     .146  .082994 -.033353   31.417   30.201
   1.25    .00  1.040     .161  .102329     .091  .102006 -.050675   37.232   37.118
   1.25    .00  1.080     .277  .107231     .048  .111943 -.059930   39.027   40.743
   1.25    .00  1.120     .446  .094942    -.034  .103008 -.059633   40.664   43.918
   1.25    .00  1.160     .579  .098744    -.075  .096003 -.061631   38.266   38.157
   1.25    .00  1.200     .727  .095909    -.104  .079683 -.054900   37.204   31.693
   1.25    .00  1.280     .988  .067873    -.108  .045551 -.032305   26.374   18.129
   1.25    .00  1.360    1.177  .033744    -.057  .026634 -.015139   13.122   10.566
   1.25    .00  1.440    1.257  .016015    -.014  .017080 -.005954    6.238    6.747
   1.25    .00  1.520    1.263  .008065     .006  .009940 -.000680    3.161    3.904
   1.25    .00  1.600    1.243  .005138     .013  .005365  .000935    2.024    2.096
   1.25    .00  1.680    1.200  .004846     .012  .003725  .001317    1.913    1.451
   1.25    .00  1.760    1.162  .005255     .014  .003033  .001505    2.073    1.179
   1.25    .00  1.840    1.115  .006273     .015  .002777  .001845    2.477    1.076
   1.25    .00  1.920    1.048  .007347     .017  .002242  .001851    2.898     .864
   1.25    .00  1.960     .949  .016622     .018  .001325  .002257    6.536     .503
   1.25    .00  1.980     .762  .030418     .016  .000523  .002229   11.949     .189
