#@# filename = Data_a/x35z09_a.dat
#@#--------------------------------------
#          3.00      .00       29      120
#          x/H      z/H      lines    tabletype
#-------------------------------------------------------------------------------
#                |       normalized ( see readme-file )               |   in (m2/s2)
#                |                                                    |   ___      ____
#     x       z  |   y        U     u'^2        V     v'^2      u'v'  |   u^2      v^2  
#===============================================================================
## 29
   3.00    .00   .020     .266  .030119    -.030  .010152 -.002518   11.818    3.984
   3.00    .00   .040     .297  .034097    -.047  .019369 -.001234   13.379    7.600
   3.00    .00   .080     .332  .038085    -.064  .035092 -.001901   14.944   13.772
   3.00    .00   .160     .371  .037810    -.086  .052130 -.003996   14.835   20.454
   3.00    .00   .240     .412  .039156    -.116  .064062 -.007613   15.368   25.137
   3.00    .00   .320     .450  .041200    -.140  .069487 -.010166   16.169   27.268
   3.00    .00   .400     .489  .042314    -.164  .070878 -.012322   16.604   27.819
   3.00    .00   .480     .525  .043907    -.189  .071093 -.014526   17.232   27.897
   3.00    .00   .560     .560  .044608    -.200  .070261 -.016123   17.501   27.577
   3.00    .00   .640     .592  .045767    -.210  .065811 -.017452   17.964   25.827
   3.00    .00   .720     .625  .046374    -.211  .063501 -.018613   18.196   24.918
   3.00    .00   .800     .661  .046744    -.210  .058271 -.018006   18.340   22.871
   3.00    .00   .880     .713  .046657    -.205  .053056 -.019155   18.308   20.820
   3.00    .00   .960     .766  .045508    -.198  .044480 -.018356   17.861   17.453
   3.00    .00  1.000     .788  .044268    -.194  .039216 -.017041   17.373   15.391
   3.00    .00  1.040     .814  .042668    -.185  .037399 -.016738   17.360   14.151
   3.00    .00  1.120     .882  .038223    -.170  .030224 -.013630   17.021   11.796
   3.00    .00  1.200     .954  .038798    -.154  .025445 -.011688   14.200    9.162
   3.00    .00  1.280    1.008  .030259    -.134  .021180 -.008177   11.064    7.641
   3.00    .00  1.360    1.059  .020916    -.113  .016765 -.005093    7.643    6.054
   3.00    .00  1.440    1.087  .013316    -.093  .012889 -.002856    4.861    4.665
   3.00    .00  1.520    1.100  .010030    -.074  .009423 -.000982    3.655    3.418
   3.00    .00  1.600    1.087  .008987    -.056  .006687  .000031    3.271    2.430
   3.00    .00  1.680    1.064  .009189    -.043  .004589  .000844    3.334    1.674
   3.00    .00  1.760    1.031  .009799    -.029  .003560  .001128    3.554    1.304
   3.00    .00  1.840     .976  .012110    -.018  .003100  .001820    4.388    1.140
   3.00    .00  1.920     .836  .018825    -.005  .003651  .003366    6.820    1.355
   3.00    .00  1.960     .707  .021239     .003  .003317  .003802    7.693    1.237
   3.00    .00  1.980     .561  .023240     .005  .001430  .002807    8.429     .541
