#@# filename = Data_a/x25z09_a.dat
#@#--------------------------------------
#          1.00      .00       22      120
#          x/H      z/H      lines    tabletype
#-------------------------------------------------------------------------------
#                |       normalized ( see readme-file )               |   in (m2/s2)
#                |                                                    |   ___      ____
#     x       z  |   y        U     u'^2        V     v'^2      u'v'  |   u^2      v^2  
#===============================================================================
## 22
   1.00    .00  1.020    -.123  .022341     .429  .053009 -.011425    8.770   20.802
   1.00    .00  1.040    -.146  .035453     .376  .073537 -.019505   13.908   28.857
   1.00    .00  1.060    -.117  .046963     .309  .095285 -.028564   18.428   37.396
   1.00    .00  1.080    -.098  .067926     .239  .122270 -.049577   24.986   44.992
   1.00    .00  1.100    -.051  .088402     .181  .135607 -.067445   26.658   47.977
   1.00    .00  1.120     .023  .119532     .104  .155032 -.091888   34.693   53.208
   1.00    .00  1.160     .243  .173899    -.017  .148853 -.116484   46.905   60.835
   1.00    .00  1.200     .557  .174109    -.125  .106933 -.093740   68.238   58.411
   1.00    .00  1.240     .790  .138823    -.134  .069221 -.063424   68.326   41.963
   1.00    .00  1.280     .998  .084367    -.122  .043317 -.033068   54.484   27.164
   1.00    .00  1.340    1.188  .043212    -.057  .027031 -.015756   33.105   16.999
   1.00    .00  1.400    1.285  .020379    -.005  .018412 -.007283   16.957   10.609
   1.00    .00  1.460    1.307  .010772     .026  .012706 -.002714    7.999    7.224
   1.00    .00  1.520    1.299  .005988     .037  .007626 -.000128    4.227    4.986
   1.00    .00  1.580    1.273  .004260     .034  .004692  .000689    2.351    2.992
   1.00    .00  1.640    1.239  .003855     .032  .003482  .000967    1.672    1.840
   1.00    .00  1.700    1.209  .004065     .030  .002989  .001129    1.514    1.367
   1.00    .00  1.760    1.176  .004658     .029  .002799  .001325    1.595    1.174
   1.00    .00  1.820    1.143  .005335     .026  .002767  .001583    1.828    1.099
   1.00    .00  1.880    1.100  .005918     .023  .002677  .001763    2.092    1.085
   1.00    .00  1.940    1.034  .007364     .018  .002133  .001835    2.323    1.051
   1.00    .00  1.980     .891  .020596     .016  .000724  .002093    2.890     .838
