# Model:              HydroFlux_CAD_211205_improved_validation_test4_FINAL.mph
# Version:            COMSOL 5.5.0.359
# Date:               Jan 14 2022, 18:05
# Dimension:          3
# Nodes:              481
# Expressions:        5
# Description:        Velocity field, x component, Turbulence intensity, U+, k+, 
# Length unit:        m
# x                       y                        z                        u (m/s)                  sqrt(2/3*k)/spf.U (1)                             uplus (1)                k/u_tau_probe^2 (1)      yplus (1)
0.185                     0.065                    0.045375405618726314     21.225173794409123       0.014525203246104259                              27.141939898546962       0.2331408320539846       267.6089605238165
0.185                     0.065                    0.0457909701931838       21.223139759634567       0.014092282691177294                              27.139338852725746       0.21940840206115647      287.52696841206466
0.185                     0.065                    0.04462358893113779      21.228853658816824       0.015276881447183957                              27.146645568312312       0.2579847929311298       234.66097495336408
0.185                     0.065                    0.046211616749159745     21.22175095968981        0.013640516229585519                              27.137562908509842       0.20553947571713138      308.6381188446973
0.185                     0.065                    0.04756200771940788      21.220744342679637       0.01210374129133731                               27.136275685203426       0.16181972847255244      386.0306211264394
0.185                     0.065                    0.046659283964358395     21.221417256752183       0.0131510066191081                                27.137136181964998       0.19104597129553916      332.37084402221484
0.185                     0.065                    0.08189614953943442      21.194555853087536       0.011912994684581658                              27.102786847023463       0.1563731824326398       414.7744566491333
0.185                     0.065                    0.0828632242513308       21.21578177919951        0.01298813797460191                               27.12992974895692        0.18624456211343962      354.2617597961894
0.185                     0.065                    0.08298600875685656      21.21847672593933        0.01311804796013663                               27.13337594370427        0.1900371776563349       347.2754011438858
0.185                     0.065                    0.08525824550121404      21.25971564608771        0.015233694315106                                 27.18611069645542        0.25727466883249717      241.3789320244294
0.185                     0.065                    0.08069386705578152      21.201685381862045       0.010786746646050923                              27.1119038155523         0.12829015002749922      476.6428260416818
0.185                     0.065                    0.08066562083272383      21.20198330214423        0.010778935098212789                              27.112284784606874       0.12810800563218977      477.57642437042705
0.185                     0.065                    0.07923799669523948      21.217040826296273       0.010377056326846865                              27.131539770196827       0.1189020408304476       527.7535384743137
0.185                     0.065                    0.08173586822929378      21.1950261613251         0.011771493421197142                              27.10338825919758        0.15268724628162184      422.81462149688065
0.185                     0.065                    0.08080892199418832      21.20095008882381        0.010899787207929106                              27.110963550956825       0.1309840111076756       470.3240006693134
0.185                     0.065                    0.06462470922682853      21.30761729873767        0.008340168734843785                              27.247365496527248       0.07746223127828439      1047.334693264699
0.185                     0.065                    0.06460442061542342      21.307587378316946       0.008341216993571607                              27.247327235438366       0.0774814869868853       1046.6659103275315
0.185                     0.065                    0.06465893391723346      21.30754239297212        0.008341279568054069                              27.247269709901126       0.07748232247715577      1046.9860350006345
0.185                     0.065                    0.06462820282943432      21.307627631838105       0.008339995127984822                              27.247378710100605       0.0774590815832593       1047.4538458515174
0.185                     0.065                    0.06305684953839442      21.305152567515204       0.008418343035507597                              27.24421369257246        0.07890291927738798      998.6016277847366
0.185                     0.065                    0.0629274581977456       21.304948994678686       0.008424761085500188                              27.24395337142045        0.07902176424188728      994.7346363120203
0.185                     0.065                    0.06619032872802212      21.30390820470979        0.008396015600481838                              27.242622449042315       0.07847577736930522      1028.9653528803299
0.185                     0.065                    0.05012979824787638      21.24062991414817        0.01087314059898528                               27.161704592918156       0.13083250618164108      503.42039243487795
0.185                     0.065                    0.052418597868490444     21.26468501078204        0.01002094519345386                               27.192465329834345       0.11137970855349562      608.1318721191184
0.185                     0.065                    0.049116379687939        21.234089568159416       0.011423372754051562                              27.15334104878599        0.14432011918120893      451.5445012634141
0.185                     0.065                    0.04877564134685813      21.23116412297423        0.011575792651987025                              27.149600101448556       0.14815625876698044      436.17675424859857
0.185                     0.065                    0.055389983396676126     21.28590340863651        0.009043631473389704                              27.219598604920236       0.09089511287364882      767.6139530043109
0.185                     0.065                    0.05455969793039032      21.280081133260623       0.009210845242210722                              27.21215330200513        0.09423586711860145      738.6960776565177
0.185                     0.065                    0.05419590164349489      21.277465163885832       0.00935326974563268                               27.208808100489478       0.09714879303370526      714.0072224864972
0.185                     0.065                    0.056994402219085194     21.293279679911013       0.00873647214630719                               27.2290310983145         0.08488440632489468      836.7538885093701
0.185                     0.065                    0.061573944207123824     21.303138271527924       0.0084838634548014                                27.24163788795695        0.08012075680398299      957.2274976023145
0.185                     0.065                    0.07333018601813364      21.26989319077428        0.008790573311172016                              27.199125351076077       0.08575035702317994      837.3027179036849
0.185                     0.065                    0.06853652346089158      21.29319595593139        0.00852622346446095                               27.228924035293726       0.08084735031673962      959.8253013182311
